tf	gene	link
PTBP1	chr14_+_96556175_96556413_96562819_96562893_96564955_96564988	1
PTBP1	chr14_+_96556175_96556413_96562819_96562893_96564955_96564988	1
PTBP1	chr14_+_96560649_96560711_96562819_96562893_96564955_96564988	1
PTBP1	chr14_+_96560649_96560711_96562819_96562893_96564955_96564988	1
PTBP1	chr14_+_103386041_103386080_103405076_103405267_103428387_103428440	1
PTBP1	chr14_+_103428387_103428440_103448919_103448967_103451918_103451983	1
PTBP1	chr14_+_103679384_103679545_103687081_103687211_103700655_103700727	1
PTBP1	chr14_+_104753202_104753319_104755630_104755824_104756604_104756760	1
PTBP1	chr14_-_20326716_20326793_20329174_20329373_20333254_20333312	1
PTBP1	chr14_-_21022392_21022497_21022864_21022905_21023241_21023321	1
PTBP1	chr14_-_21210933_21211306_21211406_21211563_21211810_21211923	1
PTBP1	chr14_-_21210933_21211306_21211406_21211563_21211810_21211923	1
PTBP1	chr14_-_21210933_21211306_21211406_21211566_21211810_21211923	1
PTBP1	chr14_-_21210933_21211306_21211406_21211566_21211810_21211923	1
PTBP1	chr14_-_21234219_21234229_21263311_21263582_21269298_21269425	1
PTBP1	chr14_-_21234219_21234229_21263311_21263829_21269298_21269389	1
PTBP1	chr14_-_21234219_21234229_21263311_21263829_21269298_21269389	1
PTBP1	chr14_-_21234219_21234229_21263311_21263829_21269298_21269389	1
PTBP1	chr14_-_21263311_21263336_21263667_21263829_21269298_21269389	1
PTBP1	chr14_-_21263311_21263336_21263667_21263829_21269298_21269389	1
PTBP1	chr14_-_21499764_21499802_21500495_21500682_21500913_21501129	1
PTBP1	chr14_-_23026297_23026375_23033368_23033674_23034684_23034727	1
PTBP1	chr14_-_23065966_23066008_23067304_23068671_23069476_23069525	1
PTBP1	chr14_-_23065966_23066008_23067304_23068671_23069476_23069525	1
PTBP1	chr14_-_23065966_23066008_23067314_23068671_23069476_23069525	1
PTBP1	chr14_-_23065966_23066008_23067314_23068671_23069476_23069525	1
PTBP1	chr14_-_23065966_23066008_23067342_23068671_23069476_23069525	1
PTBP1	chr14_-_23065966_23066008_23067342_23068671_23069476_23069525	1
PTBP1	chr14_-_23561512_23561635_23561962_23562107_23562288_23562406	1
PTBP1	chr14_-_23566339_23566419_23566562_23566686_23567111_23567315	1
PTBP1	chr14_-_24143585_24143671_24143975_24144029_24144192_24144259	1
PTBP1	chr14_-_24440854_24440926_24441674_24441795_24442178_24442260	1
PTBP1	chr14_-_24440854_24440926_24441674_24441795_24442346_24442375	1
PTBP1	chr14_-_24440854_24440926_24441674_24442260_24442346_24442375	1
PTBP1	chr14_-_24440854_24440926_24441674_24442260_24442346_24442375	1
PTBP1	chr14_-_24441678_24441795_24442098_24442260_24442346_24442375	1
PTBP1	chr14_-_24441678_24441795_24442109_24442260_24442346_24442375	1
PTBP1	chr14_-_24441678_24441795_24442178_24442260_24442346_24442375	1
PTBP1	chr14_-_31127785_31128006_31128612_31129307_31133238_31133405	1
PTBP1	chr14_-_31127785_31128006_31128612_31129448_31133238_31133405	1
PTBP1	chr14_-_34969170_34969307_34971942_34972064_34982424_34982515	1
PTBP1	chr14_-_35686542_35686666_35688459_35688540_35689836_35690003	1
PTBP1	chr14_-_35689836_35690003_35700162_35700302_35721688_35721849	1
PTBP1	chr14_-_39040732_39040887_39042786_39042872_39045163_39045324	1
PTBP1	chr14_-_39040732_39040887_39042786_39042872_39045163_39045324	1
PTBP1	chr14_-_39048652_39048729_39055143_39055296_39061765_39061849	1
PTBP1	chr14_-_39048652_39048729_39055143_39055296_39061765_39061849	1
PTBP1	chr14_-_49583579_49583675_49585950_49586049_49586285_49586325	1
PTBP1	chr14_-_50912156_50912303_50913029_50913130_50914701_50914815	1
PTBP1	chr14_-_52860341_52860465_52861014_52861034_52864401_52864521	1
PTBP1	chr14_-_52881244_52881469_52881796_52881828_52893293_52893333	1
PTBP1	chr14_-_54427595_54427841_54430261_54430404_54432108_54432220	1
PTBP1	chr14_-_54430261_54430404_54432108_54432220_54436369_54436437	1
PTBP1	chr14_-_54430261_54430404_54432108_54432220_54436369_54436437	1
PTBP1	chr14_-_54432108_54432220_54436369_54436437_54441247_54441340	1
PTBP1	chr14_-_67691140_67691244_67692438_67692593_67692934_67693052	1
PTBP1	chr14_-_67691140_67691244_67692438_67692593_67692934_67693052	1
PTBP1	chr14_-_70375676_70375771_70388470_70388606_70416900_70416984	1
PTBP1	chr14_-_73971852_73971908_73972884_73973024_73973877_73973978	1
PTBP1	chr14_-_74292748_74292869_74293154_74293248_74295148_74295198	1
PTBP1	chr14_-_74297930_74298069_74300150_74300268_74302875_74302910	1
PTBP1	chr14_-_74299548_74299675_74300150_74300268_74302875_74302910	1
PTBP1	chr14_-_75053243_75053659_75056447_75056560_75063470_75063561	1
PTBP1	chr14_-_77478575_77478715_77482322_77482667_77484323_77484565	1
PTBP1	chr14_-_92117498_92117642_92121196_92121413_92121642_92121706	1
PTBP1	chr14_-_92117498_92117642_92121196_92121413_92121642_92121706	1
PTBP1	chr14_-_94309736_94310006_94314036_94314667_94323267_94323319	1
PTBP1	chr14_-_94309736_94310006_94314036_94314667_94323267_94323319	1
PTBP1	chr14_-_94378449_94378640_94379464_94379611_94380871_94381141	1
PTBP1	chr14_-_94378449_94378640_94379464_94379611_94380871_94381141	1
PTBP1	chr14_-_94378449_94378640_94379464_94379611_94380871_94381141	1
PTBP1	chr14_-_94379464_94379611_94380651_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380651_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380651_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380651_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380651_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380651_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380651_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380651_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380871_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380871_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380871_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380871_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380871_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380871_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380871_94381141_94388560_94388589	1
PTBP1	chr14_-_94379464_94379611_94380871_94381141_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1
PTBP1	chr14_-_94383171_94383241_94388560_94388663_94390457_94390635	1
PTBP1	chr14_-_94443078_94443225_94448132_94448777_94452729_94452800	1
PTBP1	chr14_-_94446331_94446604_94448132_94448777_94452729_94452800	1
PTBP1	chr15_+_24962114_24962209_24967029_24967152_24967932_24968082	1
PTBP1	chr15_+_24962114_24962209_24967029_24967240_24967932_24968082	1
PTBP1	chr15_+_25059457_25059718_25061306_25061413_25061950_25062088	1
PTBP1	chr15_+_40007016_40007065_40008027_40008195_40009614_40009730	1
PTBP1	chr15_+_40412991_40413087_40414889_40414982_40415401_40415461	1
PTBP1	chr15_+_40810649_40810757_40812699_40812902_40813338_40813417	1
PTBP1	chr15_+_42515237_42515354_42528262_42528420_42529675_42529804	1
PTBP1	chr15_+_43380084_43380163_43383303_43383504_43385791_43385916	1
PTBP1	chr15_+_44380864_44380976_44402887_44403054_44413336_44413436	1
PTBP1	chr15_+_45043257_45043421_45061067_45061226_45065271_45065389	1
PTBP1	chr15_+_52058633_52058797_52061299_52061500_52063902_52067359	1
PTBP1	chr15_+_63062576_63062645_63064064_63064142_63065896_63066035	1
PTBP1	chr15_+_65558680_65558731_65562774_65562884_65564215_65564342	1
PTBP1	chr15_+_65877812_65877955_65879671_65879751_65887701_65887736	1
PTBP1	chr15_+_69452884_69453020_69453647_69453721_69455170_69455287	1
PTBP1	chr15_+_74620009_74620225_74622120_74622216_74622494_74622509	1
PTBP1	chr15_+_75012677_75012805_75016593_75016749_75017870_75017925	1
PTBP1	chr15_+_75854386_75854487_75859878_75859982_75868951_75869010	1
PTBP1	chr15_+_75903982_75904103_75904491_75904629_75913203_75913290	1
PTBP1	chr15_+_78872975_78873057_78878213_78878259_78880512_78880579	1
PTBP1	chr15_+_78886144_78886227_78887269_78887349_78890989_78891014	1
PTBP1	chr15_+_82477033_82477123_82477203_82477298_82477394_82477593	1
PTBP1	chr15_+_89268399_89268525_89273377_89273469_89274168_89274304	1
PTBP1	chr15_+_90909327_90909504_90910090_90910292_90910501_90910683	1
PTBP1	chr15_+_90980753_90981033_90981499_90981669_90981748_90982090	1
PTBP1	chr15_-_34551191_34551276_34552895_34553091_34553745_34553956	1
PTBP1	chr15_-_49017548_49017628_49019418_49019552_49027365_49027480	1
PTBP1	chr15_-_58679159_58679282_58682196_58682314_58717577_58717727	1
PTBP1	chr15_-_58898816_58898852_58899469_58899883_58901260_58901287	1
PTBP1	chr15_-_58898816_58898852_58899469_58899883_58901260_58901287	1
PTBP1	chr15_-_58898816_58898852_58899469_58899883_58901260_58901287	1
PTBP1	chr15_-_58898816_58898852_58899469_58899883_58901260_58901287	1
PTBP1	chr15_-_58898816_58898852_58899469_58899937_58901260_58901287	1
PTBP1	chr15_-_58898816_58898852_58899469_58899937_58901260_58901287	1
PTBP1	chr15_-_58898816_58898852_58899469_58899937_58901260_58901287	1
PTBP1	chr15_-_58898816_58898852_58899469_58899937_58901260_58901287	1
PTBP1	chr15_-_58912563_58912610_58913499_58913696_58916935_58916999	1
PTBP1	chr15_-_58912563_58912610_58913499_58913696_58916935_58916999	1
PTBP1	chr15_-_64365974_64366075_64376743_64376905_64380958_64381038	1
PTBP1	chr15_-_74854021_74854119_74854581_74854649_74873199_74873302	1
PTBP1	chr15_-_74905154_74905231_74906278_74906365_74906587_74906730	1
PTBP1	chr15_-_74920312_74920442_74923648_74923770_74926766_74926887	1
PTBP1	chr15_-_74923648_74923770_74926766_74926887_74929116_74929232	1
PTBP1	chr15_-_76274419_76274494_76283757_76283825_76285637_76285738	1
PTBP1	chr15_-_76274419_76274494_76283757_76283825_76285637_76285738	1
PTBP1	chr15_-_82477093_82477123_82477203_82477298_82477394_82477582	1
PTBP1	chr15_-_83041728_83041925_83050073_83050178_83056389_83056479	1
PTBP1	chr15_-_84670725_84670782_84680713_84680832_84687625_84687774	1
PTBP1	chr15_-_89801435_89801607_89801761_89801912_89803239_89803304	1
PTBP1	chr15_-_89805970_89806806_89814114_89814294_89814772_89814852	1
PTBP1	chr15_-_89805970_89806806_89814233_89814294_89814772_89814852	1
PTBP1	chr15_-_89805970_89806809_89814114_89814294_89814772_89814852	1
PTBP1	chr15_-_89805970_89806809_89814233_89814294_89814772_89814852	1
PTBP1	chr15_-_101285726_101285801_101286214_101286293_101286908_101287010	1
PTBP1	chr16_+_397199_397313_398208_398394_398990_399123	1
PTBP1	chr16_+_488942_489000_491134_491268_496824_496859	1
PTBP1	chr16_+_580858_580972_582248_582309_582883_582893	1
PTBP1	chr16_+_2076491_2076585_2077598_2077726_2079032_2079196	1
PTBP1	chr16_+_2520984_2521123_2527561_2527615_2527773_2527985	1
PTBP1	chr16_+_2759569_2759661_2759747_2760008_2760301_2760499	1
PTBP1	chr16_+_3020379_3020491_3021215_3021319_3021555_3021689	1
PTBP1	chr16_+_3065404_3065494_3065621_3065826_3067377_3067415	1
PTBP1	chr16_+_3065404_3065494_3065781_3065826_3067377_3067415	1
PTBP1	chr16_+_3065404_3065494_3065784_3065826_3067377_3067415	1
PTBP1	chr16_+_3065677_3065710_3065784_3065826_3067377_3067415	1
PTBP1	chr16_+_3067377_3067415_3067984_3068010_3068180_3068239	1
PTBP1	chr16_+_3067560_3067613_3067984_3068010_3068180_3068239	1
PTBP1	chr16_+_3283955_3284205_3288454_3288570_3289393_3289835	1
PTBP1	chr16_+_4450400_4450497_4454811_4454927_4455546_4455951	1
PTBP1	chr16_+_4673498_4673657_4677463_4677572_4681550_4681580	1
PTBP1	chr16_+_4870888_4870972_4871155_4871301_4872884_4872934	1
PTBP1	chr16_+_8629045_8629110_8635039_8635079_8635168_8635282	1
PTBP1	chr16_+_8806316_8806407_8811079_8811178_8811638_8811667	1
PTBP1	chr16_+_14644288_14644609_14648388_14648592_14649804_14649946	1
PTBP1	chr16_+_14924505_14924638_14925101_14925189_14925733_14925876	1
PTBP1	chr16_+_14998343_14998405_15001776_15001856_15004187_15004333	1
PTBP1	chr16_+_16007816_16007992_16009776_16009901_16014491_16014628	1
PTBP1	chr16_+_16007816_16007992_16009776_16009901_16014491_16014628	1
PTBP1	chr16_+_18572877_18573060_18574320_18574435_18574761_18574886	1
PTBP1	chr16_+_18582406_18582467_18585806_18585937_18591104_18591307	1
PTBP1	chr16_+_20899902_20900004_20900298_20900535_20915556_20915714	1
PTBP1	chr16_+_20899902_20900004_20900298_20900535_20915556_20915714	1
PTBP1	chr16_+_20900491_20900535_20902486_20902717_20915556_20915714	1
PTBP1	chr16_+_20900491_20900535_20915556_20915714_20920122_20920214	1
PTBP1	chr16_+_20900771_20900889_20915556_20915714_20920122_20920214	1
PTBP1	chr16_+_20902486_20902717_20915556_20915714_20920122_20920214	1
PTBP1	chr16_+_21976167_21976243_21978883_21979251_21980547_21980700	1
PTBP1	chr16_+_24791690_24791817_24793473_24793649_24794544_24794719	1
PTBP1	chr16_+_27344908_27345020_27346467_27346618_27352540_27352696	1
PTBP1	chr16_+_28835933_28836122_28836326_28836490_28836728_28836919	1
PTBP1	chr16_+_28869277_28869383_28871780_28871983_28872190_28872401	1
PTBP1	chr16_+_28894155_28894243_28894505_28894607_28894822_28894953	1
PTBP1	chr16_+_28981470_28981615_28981901_28982056_28982356_28982545	1
PTBP1	chr16_+_29679182_29679210_29694664_29695199_29696993_29697127	1
PTBP1	chr16_+_29679182_29679210_29694664_29695199_29696993_29697127	1
PTBP1	chr16_+_29679182_29679210_29694664_29695199_29696993_29697127	1
PTBP1	chr16_+_29679182_29679210_29694664_29695199_29696993_29697127	1
PTBP1	chr16_+_29679182_29679210_29694664_29695199_29696996_29697127	1
PTBP1	chr16_+_29679182_29679210_29694664_29695199_29696996_29697127	1
PTBP1	chr16_+_29679182_29679210_29694664_29695199_29696996_29697127	1
PTBP1	chr16_+_29679182_29679210_29694664_29695199_29696996_29697127	1
PTBP1	chr16_+_29802848_29802937_29803449_29803608_29803998_29804065	1
PTBP1	chr16_+_30000971_30001040_30001212_30001530_30005221_30005323	1
PTBP1	chr16_+_30076315_30076475_30081200_30081310_30082484_30082534	1
PTBP1	chr16_+_30076315_30076475_30081259_30081310_30082484_30082534	1
PTBP1	chr16_+_30082484_30082534_30082746_30082847_30083394_30083567	1
PTBP1	chr16_+_30654230_30654339_30654629_30655214_30655351_30655420	1
PTBP1	chr16_+_30722122_30722286_30722563_30722748_30722963_30723229	1
PTBP1	chr16_+_31185098_31185179_31186802_31186836_31188325_31188357	1
PTBP1	chr16_+_31705890_31706034_31706421_31706454_31706891_31706976	1
PTBP1	chr16_+_31705890_31706034_31706421_31706501_31706891_31706976	1
PTBP1	chr16_+_47461350_47461426_47463882_47463993_47497399_47497488	1
PTBP1	chr16_+_47461350_47461426_47463899_47463993_47497399_47497488	1
PTBP1	chr16_+_56935242_56935312_56935401_56935475_56936687_56936817	1
PTBP1	chr16_+_56935242_56935312_56935404_56935475_56936687_56936817	1
PTBP1	chr16_+_68264560_68264576_68266593_68266721_68274691_68274798	1
PTBP1	chr16_+_68264560_68264576_68266593_68266721_68274691_68274798	1
PTBP1	chr16_+_68275127_68275249_68287323_68287435_68287746_68287871	1
PTBP1	chr16_+_68287760_68287871_68290396_68290540_68291209_68291332	1
PTBP1	chr16_+_68315897_68316074_68321426_68321462_68324683_68324832	1
PTBP1	chr16_+_69153584_69153680_69154393_69154457_69155871_69155993	1
PTBP1	chr16_+_70565368_70565524_70567411_70567536_70568283_70568495	1
PTBP1	chr16_+_71895553_71895589_71915626_71915728_71916462_71916493	1
PTBP1	chr16_+_71895553_71895589_71915626_71915728_71916462_71916493	1
PTBP1	chr16_+_71922627_71922680_71923288_71923380_71924769_71924817	1
PTBP1	chr16_+_71922627_71922680_71923292_71923380_71924769_71924817	1
PTBP1	chr16_+_71923292_71923380_71924091_71924281_71924769_71924817	1
PTBP1	chr16_+_72058254_72058355_72059114_72059188_72060112_72060928	1
PTBP1	chr16_+_82035641_82035689_82068170_82068382_82070942_82071070	1
PTBP1	chr16_+_84733448_84733503_84740309_84740369_84744633_84744780	1
PTBP1	chr16_+_87984084_87984259_88004295_88004411_88006090_88006183	1
PTBP1	chr16_+_88858642_88858789_88859345_88859750_88859893_88859972	1
PTBP1	chr16_+_89526374_89526468_89529477_89529579_89530683_89530780	1
PTBP1	chr16_+_89532581_89532636_89540944_89541346_89544648_89544745	1
PTBP1	chr16_+_89532581_89532636_89540944_89541384_89544648_89544745	1
PTBP1	chr16_+_89532581_89532636_89540944_89542279_89544648_89544745	1
PTBP1	chr16_+_89532581_89532636_89540944_89542279_89544648_89544745	1
PTBP1	chr16_+_89532581_89532636_89540944_89542279_89544648_89544745	1
PTBP1	chr16_+_89532581_89532636_89540944_89542279_89544648_89544745	1
PTBP1	chr16_+_89885848_89885966_89887652_89887717_89892193_89892247	1
PTBP1	chr16_+_89892193_89892275_89893728_89893858_89895038_89895137	1
PTBP1	chr16_-_192927_193015_199062_199238_206004_206087	1
PTBP1	chr16_-_289440_289607_291190_291297_293488_293536	1
PTBP1	chr16_-_2772020_2772102_2775451_2775556_2776993_2777127	1
PTBP1	chr16_-_3774569_3774693_3777613_3777657_3778011_3778172	1
PTBP1	chr16_-_4821380_4821453_4821547_4821597_4822875_4822931	1
PTBP1	chr16_-_5028946_5029008_5030385_5030493_5031745_5031884	1
PTBP1	chr16_-_11721577_11721670_11730645_11730774_11733982_11733999	1
PTBP1	chr16_-_11758431_11758539_11761406_11761511_11761910_11762043	1
PTBP1	chr16_-_11758431_11758539_11761406_11761511_11761910_11762043	1
PTBP1	chr16_-_12663487_12665115_12704624_12705049_12781185_12781403	1
PTBP1	chr16_-_14610665_14610809_14617590_14617650_14627106_14627136	1
PTBP1	chr16_-_15867338_15867516_15873491_15873627_15879804_15879888	1
PTBP1	chr16_-_16161438_16161564_16162993_16163192_16165623_16165933	1
PTBP1	chr16_-_16203410_16203613_16208728_16208859_16212185_16212246	1
PTBP1	chr16_-_18527537_18527624_18528013_18528071_18529501_18529637	1
PTBP1	chr16_-_18784738_18784823_18788063_18788142_18788981_18789118	1
PTBP1	chr16_-_18784738_18784823_18788063_18788159_18788981_18789118	1
PTBP1	chr16_-_19710509_19710586_19711372_19711440_19714118_19714577	1
PTBP1	chr16_-_19714799_19715037_19717351_19717485_19718158_19718227	1
PTBP1	chr16_-_21847482_21847541_21851770_21852046_21857259_21857345	1
PTBP1	chr16_-_21847482_21847541_21851915_21852046_21857259_21857345	1
PTBP1	chr16_-_24935470_24935639_24939364_24939597_24941987_24942143	1
PTBP1	chr16_-_28489290_28489386_28491482_28491560_28491714_28491835	1
PTBP1	chr16_-_28608291_28608388_28608478_28608603_28608708_28608859	1
PTBP1	chr16_-_28844951_28845055_28845314_28845480_28845912_28846106	1
PTBP1	chr16_-_30358776_30358817_30359172_30359361_30359538_30359603	1
PTBP1	chr16_-_31492978_31493048_31493467_31493524_31493603_31493781	1
PTBP1	chr16_-_46803003_46803070_46809603_46809785_46824386_46824482	1
PTBP1	chr16_-_66531380_66531469_66536964_66537017_66541879_66541953	1
PTBP1	chr16_-_66536964_66537017_66541879_66541953_66548978_66549009	1
PTBP1	chr16_-_66727688_66727805_66728201_66728242_66729040_66729099	1
PTBP1	chr16_-_66823529_66823600_66824855_66824885_66826523_66826583	1
PTBP1	chr16_-_67738013_67738035_67744288_67744455_67772034_67772086	1
PTBP1	chr16_-_67738013_67738035_67744288_67744455_67772034_67772086	1
PTBP1	chr16_-_67950369_67950493_67950654_67951060_67951140_67951304	1
PTBP1	chr16_-_69711075_69711281_69713028_69713129_69714964_69715077	1
PTBP1	chr16_-_69711075_69711281_69713028_69713129_69718123_69718253	1
PTBP1	chr16_-_69711075_69711281_69714964_69715077_69718123_69718253	1
PTBP1	chr16_-_69713028_69713129_69714964_69715077_69718123_69718253	1
PTBP1	chr16_-_69990597_69990683_69992911_69993248_69996069_69996226	1
PTBP1	chr16_-_70665466_70665540_70666340_70666396_70674306_70674528	1
PTBP1	chr16_-_70665466_70665540_70666340_70666612_70674306_70674528	1
PTBP1	chr16_-_70665466_70665540_70666340_70666612_70674306_70674528	1
PTBP1	chr16_-_70678252_70678409_70679110_70679248_70679630_70679704	1
PTBP1	chr16_-_70678252_70678409_70679110_70679248_70679630_70679704	1
PTBP1	chr16_-_70678252_70678409_70679110_70679248_70679630_70679704	1
PTBP1	chr16_-_70678252_70678409_70679315_70679323_70679630_70679704	1
PTBP1	chr16_-_71789400_71789482_71808505_71808677_71808763_71808813	1
PTBP1	chr16_-_74893707_74893812_74903947_74904100_74908908_74908977	1
PTBP1	chr16_-_74893707_74893812_74903947_74904100_74908908_74908977	1
PTBP1	chr16_-_74938251_74938266_74942738_74942826_74948519_74948556	1
PTBP1	chr16_-_74951458_74951543_74956475_74956610_74965773_74965810	1
PTBP1	chr16_-_74951458_74951543_74956475_74956610_74965773_74965810	1
PTBP1	chr16_-_75636454_75636547_75640184_75640349_75641564_75641602	1
PTBP1	chr16_-_84981870_84981994_84988763_84988873_84990304_84990626	1
PTBP1	chr16_-_87347174_87347250_87358411_87358497_87360295_87360366	1
PTBP1	chr16_-_87413055_87413195_87414414_87414541_87415276_87415367	1
PTBP1	chr16_-_87413055_87413195_87414414_87414541_87415276_87415367	1
PTBP1	chr16_-_89305206_89305344_89316933_89317075_89418284_89418368	1
PTBP1	chr16_-_89305206_89305344_89316933_89317078_89418284_89418368	1
PTBP1	chr16_-_89739478_89739553_89739706_89739800_89739994_89740078	1
PTBP1	chr16_-_89740804_89740866_89742800_89742938_89744959_89745008	1
PTBP1	chr17_+_1728210_1728626_1730380_1730487_1730755_1730927	1
PTBP1	chr17_+_1745333_1745395_1745708_1745909_1747019_1747162	1
PTBP1	chr17_+_1745333_1745395_1745708_1745909_1747019_1747162	1
PTBP1	chr17_+_1745333_1745405_1745708_1745909_1747019_1747162	1
PTBP1	chr17_+_1745333_1745405_1745708_1745909_1747019_1747162	1
PTBP1	chr17_+_1748598_1748740_1752586_1752790_1754122_1754200	1
PTBP1	chr17_+_1762068_1762113_1766903_1766994_1769852_1770028	1
PTBP1	chr17_+_1762829_1762883_1766903_1766994_1769852_1770028	1
PTBP1	chr17_+_4717888_4718023_4718261_4718345_4718612_4718684	1
PTBP1	chr17_+_4771886_4772099_4780789_4780869_4782503_4782639	1
PTBP1	chr17_+_4892149_4892234_4892402_4892512_4892656_4892768	1
PTBP1	chr17_+_5422769_5422829_5425971_5428211_5432542_5432608	1
PTBP1	chr17_+_7223968_7224069_7224146_7224243_7224321_7224393	1
PTBP1	chr17_+_16439038_16439060_16439327_16439414_16439660_16439703	1
PTBP1	chr17_+_16439037_16439060_16439327_16439414_16440185_16440253	1
PTBP1	chr17_+_16439037_16439060_16439327_16439703_16440185_16440253	1
PTBP1	chr17_+_16439037_16439060_16439327_16439703_16440185_16440253	1
PTBP1	chr17_+_16439037_16439060_16439327_16439703_16440185_16440253	1
PTBP1	chr17_+_16439327_16439414_16439528_16439703_16440111_16440253	1
PTBP1	chr17_+_16439327_16439414_16439528_16439703_16440111_16440253	1
PTBP1	chr17_+_16439327_16439414_16439528_16439703_16440185_16440253	1
PTBP1	chr17_+_16439327_16439414_16439528_16439703_16440185_16440253	1
PTBP1	chr17_+_16439327_16439414_16439581_16439692_16440185_16440253	1
PTBP1	chr17_+_16439327_16439414_16439581_16439703_16440111_16440253	1
PTBP1	chr17_+_16439327_16439414_16439581_16439703_16440185_16440253	1
PTBP1	chr17_+_19283047_19283714_19285620_19285790_19309885_19309997	1
PTBP1	chr17_+_19555593_19555690_19555796_19555909_19555995_19556062	1
PTBP1	chr17_+_19566790_19566859_19567096_19567228_19571478_19571572	1
PTBP1	chr17_+_27294346_27294435_27301788_27301956_27303367_27303411	1
PTBP1	chr17_+_27306782_27306882_27307744_27307919_27309100_27309255	1
PTBP1	chr17_+_27309100_27309272_27310061_27310174_27311509_27311616	1
PTBP1	chr17_+_27309100_27309272_27310061_27310174_27311509_27311616	1
PTBP1	chr17_+_30610889_30610942_30631755_30631979_30633098_30633390	1
PTBP1	chr17_+_30610889_30610942_30631755_30631979_30633098_30633390	1
PTBP1	chr17_+_32365330_32365487_32366665_32366757_32367772_32368014	1
PTBP1	chr17_+_32928210_32928237_32931327_32931659_32933174_32933305	1
PTBP1	chr17_+_32928210_32928237_32931475_32931659_32933174_32933305	1
PTBP1	chr17_+_35820024_35820075_35820164_35820239_35820332_35820437	1
PTBP1	chr17_+_35820024_35820075_35820164_35820248_35820332_35820437	1
PTBP1	chr17_+_38361711_38361775_38364752_38364856_38366287_38366417	1
PTBP1	chr17_+_38715612_38715828_38716367_38716981_38717432_38717613	1
PTBP1	chr17_+_38715612_38715828_38716367_38716981_38717432_38717613	1
PTBP1	chr17_+_38715612_38715828_38716367_38716981_38717432_38717613	1
PTBP1	chr17_+_39658413_39658522_39658709_39658820_39659051_39659106	1
PTBP1	chr17_+_39658413_39658522_39658722_39658820_39659051_39659106	1
PTBP1	chr17_+_41688901_41689069_41689778_41689941_41690088_41690189	1
PTBP1	chr17_+_41819255_41819399_41819530_41819675_41820269_41820461	1
PTBP1	chr17_+_41819570_41819675_41819841_41820023_41820269_41820461	1
PTBP1	chr17_+_41966763_41966887_41968068_41968740_41971892_41972031	1
PTBP1	chr17_+_41966763_41966887_41968068_41968740_41971892_41972031	1
PTBP1	chr17_+_42468010_42468107_42470090_42470218_42477660_42477742	1
PTBP1	chr17_+_42562933_42563322_42563961_42564175_42564446_42564577	1
PTBP1	chr17_+_42564446_42564577_42564709_42564898_42564983_42565047	1
PTBP1	chr17_+_42998436_42998471_42998749_42998831_42999933_43000102	1
PTBP1	chr17_+_42998749_42998831_42999933_43000102_43002673_43002783	1
PTBP1	chr17_+_42998749_42998831_42999933_43000102_43002673_43002783	1
PTBP1	chr17_+_42998749_42998831_42999933_43000102_43002673_43002783	1
PTBP1	chr17_+_43175791_43175901_43177936_43177998_43179394_43179412	1
PTBP1	chr17_+_43175791_43175901_43177936_43177998_43179394_43179412	1
PTBP1	chr17_+_43190609_43190776_43191372_43191581_43193094_43193253	1
PTBP1	chr17_+_43196481_43196591_43196942_43197106_43200167_43200436	1
PTBP1	chr17_+_43196481_43196591_43196942_43197106_43200167_43200436	1
